timestamp,value
2024-01-27T01:41:34Z,98.4
2024-01-27T01:42:34Z,98.3
2024-01-27T01:43:34Z,98.2
2024-01-27T01:44:34Z,98.0
2024-01-27T01:45:34Z,97.9
2024-01-27T01:46:34Z,98.0
2024-01-27T01:47:34Z,98.0
2024-01-27T01:48:34Z,98.0
2024-01-27T01:49:34Z,98.0
2024-01-27T01:50:34Z,98.0
2024-01-27T01:51:34Z,98.0
2024-01-27T01:52:34Z,97.9
2024-01-27T01:53:34Z,97.9
2024-01-27T01:54:34Z,98.0
2024-01-27T01:55:34Z,98.0
2024-01-27T01:56:34Z,98.0
2024-01-27T01:57:34Z,98.0
2024-01-27T01:58:34Z,98.0
2024-01-27T01:59:34Z,98.0
2024-01-27T02:00:34Z,98.0
2024-01-27T02:01:34Z,98.0
2024-01-27T02:02:34Z,98.1
2024-01-27T02:03:34Z,98.1
2024-01-27T02:04:34Z,98.1
2024-01-27T02:05:34Z,98.1
2024-01-27T02:06:34Z,98.0
2024-01-27T02:07:34Z,98.1
2024-01-27T02:08:34Z,98.1
2024-01-27T02:09:34Z,98.1
2024-01-27T02:10:34Z,98.1
2024-01-27T02:11:34Z,98.1
2024-01-27T02:12:34Z,98.1
2024-01-27T02:13:34Z,98.1
2024-01-27T02:14:34Z,98.1
2024-01-27T02:15:34Z,98.1
2024-01-27T02:16:34Z,98.1
2024-01-27T02:17:34Z,98.1
2024-01-27T02:18:34Z,98.1
2024-01-27T02:19:34Z,50.0
2024-01-27T02:20:34Z,98.1
2024-01-27T02:21:34Z,97.9
2024-01-27T02:22:34Z,97.6
2024-01-27T02:23:34Z,97.6
2024-01-27T02:24:34Z,97.5
2024-01-27T02:25:34Z,97.5
2024-01-27T02:26:34Z,97.5
2024-01-27T02:27:34Z,97.5
2024-01-27T02:28:34Z,97.4
2024-01-27T02:29:34Z,97.5
2024-01-27T02:30:34Z,50.0
2024-01-27T02:31:34Z,97.3
2024-01-27T02:32:34Z,97.0
2024-01-27T02:33:34Z,97.2
2024-01-27T02:34:34Z,97.5
2024-01-27T02:35:34Z,97.8
2024-01-27T02:36:34Z,97.9
2024-01-27T02:37:34Z,98.0
2024-01-27T02:38:34Z,97.6
2024-01-27T02:39:34Z,97.6
2024-01-27T02:40:34Z,97.5
2024-01-27T02:41:34Z,97.4
2024-01-27T02:42:34Z,97.4
2024-01-27T02:43:34Z,97.3
2024-01-27T02:44:34Z,97.3
2024-01-27T02:45:34Z,50.0
2024-01-27T02:46:34Z,97.4
2024-01-27T02:47:34Z,50.0
2024-01-27T02:48:34Z,97.6
2024-01-27T02:49:34Z,97.7
2024-01-27T02:50:34Z,97.7
2024-01-27T02:51:34Z,97.6
2024-01-27T02:52:34Z,97.7
2024-01-27T02:53:34Z,97.8
2024-01-27T02:54:34Z,97.8
2024-01-27T02:55:34Z,97.8
2024-01-27T02:56:34Z,97.8
2024-01-27T02:57:34Z,97.9
2024-01-27T02:58:34Z,97.8
2024-01-27T02:59:34Z,50.0
2024-01-27T03:00:34Z,97.1
2024-01-27T03:01:34Z,96.0
2024-01-27T03:02:34Z,95.7
2024-01-27T03:03:34Z,95.6
