timestamp,value
2024-02-11T00:00:03Z,93.7
2024-02-11T00:01:03Z,93.4
2024-02-11T00:02:03Z,94.0
2024-02-11T00:03:03Z,95.2
2024-02-11T00:04:03Z,50.0
2024-02-11T00:05:03Z,50.0
2024-02-11T00:06:03Z,95.5
2024-02-11T00:07:03Z,96.3
2024-02-11T00:08:03Z,96.9
2024-02-11T00:09:03Z,97.4
2024-02-11T00:10:03Z,98.2
2024-02-11T00:11:03Z,98.5
2024-02-11T00:12:03Z,98.7
2024-02-11T00:13:03Z,98.7
2024-02-11T00:14:03Z,98.7
2024-02-11T00:15:03Z,98.8
2024-02-11T00:16:03Z,98.7
2024-02-11T00:17:03Z,98.8
2024-02-11T00:18:03Z,98.9
2024-02-11T00:19:03Z,99.1
2024-02-11T00:20:03Z,99.3
2024-02-11T00:21:03Z,99.5
2024-02-11T00:22:03Z,50.0
2024-02-11T00:23:03Z,99.0
2024-02-11T00:24:03Z,98.1
2024-02-11T00:25:03Z,97.4
2024-02-11T00:26:03Z,97.0
2024-02-11T00:27:03Z,96.7
2024-02-11T00:28:03Z,96.6
2024-02-11T00:29:03Z,96.4
2024-02-11T00:30:03Z,96.4
2024-02-11T00:31:03Z,96.4
2024-02-11T00:32:03Z,96.4
2024-02-11T00:33:03Z,96.3
2024-02-11T00:34:03Z,96.4
2024-02-11T00:35:03Z,96.4
2024-02-11T00:36:03Z,96.4
2024-02-11T00:37:03Z,96.3
2024-02-11T00:38:03Z,50.0
2024-02-11T00:39:03Z,50.0
2024-02-11T00:40:03Z,50.0
2024-02-11T00:41:03Z,96.2
2024-02-11T00:42:03Z,96.5
2024-02-11T00:43:03Z,96.7
2024-02-11T00:44:03Z,96.5
2024-02-11T00:45:03Z,95.9
2024-02-11T00:46:03Z,95.8
2024-02-11T00:47:03Z,95.6
2024-02-11T00:48:03Z,95.1
2024-02-11T00:49:03Z,94.7
2024-02-11T00:50:03Z,94.9
2024-02-11T00:51:03Z,94.4
2024-02-11T00:52:03Z,94.3
2024-02-11T00:53:03Z,94.9
2024-02-11T00:54:03Z,94.9
2024-02-11T00:55:03Z,95.3
2024-02-11T00:56:03Z,95.5
2024-02-11T00:57:03Z,95.6
2024-02-11T00:58:03Z,95.6
