timestamp,bucket_values
2023-12-02T08:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.01, 0.057, 0.199, 0.286, 0.245, 0.125, 0.049, 0.016, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-03T09:15:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.011, 0.072, 0.276, 0.339, 0.177, 0.072, 0.03, 0.012, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-04T07:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.017, 0.054, 0.17, 0.283, 0.254, 0.145, 0.051, 0.012, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-04T09:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.017, 0.054, 0.17, 0.283, 0.254, 0.145, 0.051, 0.012, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-05T08:03:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.013, 0.047, 0.146, 0.256, 0.25, 0.164, 0.08, 0.024, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-06T07:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.01, 0.049, 0.129, 0.209, 0.203, 0.19, 0.121, 0.062, 0.02, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-07T07:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.008, 0.012, 0.051, 0.126, 0.227, 0.244, 0.17, 0.1, 0.042, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-08T07:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.022, 0.141, 0.254, 0.243, 0.155, 0.082, 0.049, 0.027, 0.011, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-09T07:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.034, 0.1, 0.233, 0.291, 0.186, 0.088, 0.037, 0.013, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-10T10:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.01, 0.028, 0.117, 0.224, 0.285, 0.202, 0.092, 0.026, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
